shipment_id,ship_date,origin_country,destination_country,carrier,mode,weight_kg,volume_cbm,distance_km,num_items,is_hazardous,fuel_price_index,customs_declared_value_usd,promised_transit_days,actual_transit_days,freight_cost_usd
SHP0011195,2025-05-11,DE,US,Kuehne+Nagel,Sea,1703.6,6.93,9311.9,337,0,90.5,34701.73,31,30,3986.4
SHP0018742,2024-02-20,GB,VN,DB Schenker,Road,1282.7,4.98,3009.5,383,0,107.7,62940.02,8,8,2657.86
SHP0017987,2024-08-11,GB,FR,DB Schenker,Road,3816.8,11.11,11488.1,428,1,109.1,88724.6,7,6,6385.08
SHP0019894,2024-11-15,CN,VN,DHL-Freight,Road,1922.8,11.94,18084.2,485,0,100.0,10024.88,12,11,5834.47
SHP0009387,2025-03-07,NL,GB,Expeditors,Rail,1632.8,5.15,3456.6,468,0,94.8,89739.69,14,14,3806.45
SHP0014216,2025-04-30,DE,NL,Kuehne+Nagel,Air,2347.3,15.17,16279.2,284,0,111.0,15453.98,9,8,5542.8
SHP0000295,2025-04-11,CN,VN,MaerskX,Road,301.4,0.87,4815.8,200,0,105.7,3097.66,8,7,1043.75
SHP0016597,2025-02-26,TR,FR,DHL-Freight,Sea,1184.1,4.23,1575.2,456,0,96.8,33766.2,29,29,2676.48
SHP0019557,2024-08-12,GB,CN,Kuehne+Nagel,Road,652.7,1.72,13059.9,84,0,123.0,26232.38,11,10,3015.62
SHP0013619,2025-06-19,FR,CN,Kuehne+Nagel,Sea,953.9,4.56,6110.1,186,0,69.7,52600.27,28,32,1336.77
SHP0004783,2025-04-05,VN,NL,DHL-Freight,Road,924.7,6.13,8287.6,160,0,106.6,37626.74,7,12,2502.22
SHP0000573,2024-07-08,TR,PL,CMA-CGM,Rail,2349.9,14.71,963.1,88,0,100.6,112961.78,11,12,2206.37
SHP0001348,2025-05-07,PL,VN,DHL-Freight,Sea,621.9,3.28,13269.9,425,0,92.5,32503.31,32,31,2506.5
SHP0005623,2024-11-29,FR,CN,CMA-CGM,Rail,1936.1,9.46,11114.6,468,0,115.1,59022.92,17,21,3680.19
SHP0007734,2024-04-29,VN,US,DB Schenker,Rail,1696.1,9.18,7775.4,490,0,94.7,31371.55,14,17,3222.54
SHP0013592,2024-10-09,CN,PL,DB Schenker,Rail,403.4,2.03,9516.4,180,0,103.9,15544.19,14,12,979.56
SHP0015356,2025-04-14,FR,US,MaerskX,Sea,1698.0,10.7,9900.5,430,0,126.9,22326.61,32,32,3060.81
SHP0001251,2024-01-01,CN,TR,Expeditors,Road,2056.9,6.98,736.7,48,0,129.2,16441.19,5,5,3422.44
SHP0017526,2024-07-30,US,PL,Kuehne+Nagel,Road,3938.3,14.35,15721.7,323,0,88.6,191022.69,9,9,10712.96
SHP0015736,2025-05-05,TR,GB,DHL-Freight,Rail,661.7,1.87,1885.7,27,0,115.4,35889.12,13,13,1598.62
SHP0014621,2024-05-04,IN,US,Expeditors,Air,748.8,2.12,7407.5,172,0,98.9,29062.22,6,6,2168.04
SHP0004826,2024-04-05,FR,PL,DB Schenker,Air,2006.3,9.68,941.8,201,0,99.8,116539.19,4,3,3031.39
SHP0001542,2024-08-14,IN,FR,Expeditors,Sea,1930.0,7.54,15971.2,454,0,99.4,9904.46,32,31,4314.54
SHP0015230,2025-03-30,VN,CN,DHL-Freight,Air,1602.9,5.17,17166.9,40,0,118.0,55754.35,8,10,2851.82
SHP0019617,2025-06-21,VN,GB,DHL-Freight,Air,618.5,1.56,13523.4,63,0,97.0,31010.92,7,12,2064.7
SHP0016395,2024-02-16,IN,CN,DHL-Freight,Rail,499.8,1.98,17632.8,42,1,107.7,22717.25,17,16,2205.7
SHP0002478,2024-10-03,VN,NL,Kuehne+Nagel,Rail,424.8,2.7,6377.6,370,0,112.9,20285.37,12,10,1202.56
SHP0003054,2025-03-04,NL,VN,MaerskX,Road,583.1,2.23,5363.7,256,0,96.0,10620.5,6,5,1629.53
SHP0001420,2025-01-13,CN,NL,Kuehne+Nagel,Rail,2205.6,7.79,2409.7,494,0,102.0,27670.59,13,13,3939.94
SHP0012239,2025-01-22,GB,DE,DHL-Freight,Rail,1239.2,3.94,4949.0,290,0,97.4,48428.95,14,16,2359.74
SHP0004489,2025-04-16,FR,US,CMA-CGM,Road,2305.2,15.15,11745.4,101,0,112.8,128562.03,9,9,2895.03
SHP0008736,2024-04-22,PL,DE,DHL-Freight,Rail,1299.8,4.19,7821.5,227,0,78.6,5779.8,14,12,2833.55
SHP0011964,2024-04-21,TR,NL,CMA-CGM,Road,434.6,1.78,7273.9,284,0,81.0,17116.37,8,7,1620.21
SHP0010987,2025-06-15,IN,GB,Kuehne+Nagel,Sea,2501.0,14.05,16408.8,211,0,89.2,146352.1,33,33,6423.94
SHP0014213,2024-11-27,PL,DE,DHL-Freight,Air,253.8,0.91,16056.5,307,0,74.9,3780.25,6,13,2379.96
SHP0002853,2024-10-31,DE,US,MaerskX,Sea,3260.5,9.61,12653.6,127,0,100.7,166227.78,30,30,4759.02
SHP0002993,2024-06-18,VN,TR,CMA-CGM,Air,618.7,1.84,13620.5,473,0,103.7,10033.82,8,8,3270.02
SHP0019992,2024-08-25,NL,GB,DB Schenker,Air,2785.4,16.16,6133.2,39,0,106.9,22040.85,6,5,5831.14
SHP0018631,2024-09-14,NL,DE,Expeditors,Rail,2148.3,6.03,8827.2,7,0,103.8,106520.49,13,13,5058.24
SHP0017306,2025-05-22,FR,GB,Kuehne+Nagel,Road,766.4,3.47,15813.0,277,0,84.9,22333.69,11,10,3622.8
SHP0007489,2025-06-15,TR,CN,DHL-Freight,Sea,230.7,0.69,4716.8,472,0,111.5,6415.38,29,32,1030.24
SHP0012773,2024-05-14,PL,CN,Expeditors,Rail,375.5,1.01,2273.5,148,0,94.3,15949.63,12,12,1136.52
SHP0016343,2024-11-20,US,CN,Expeditors,Air,1995.2,10.28,16341.5,119,0,106.3,102185.64,7,5,6061.6
SHP0017691,2024-09-17,IN,GB,Expeditors,Sea,557.0,3.56,6685.0,130,0,93.3,7208.77,30,28,1343.63
SHP0008111,2025-03-09,US,PL,DHL-Freight,Sea,3063.2,18.14,6967.1,29,0,89.6,90200.57,30,32,7661.84
SHP0012589,2024-09-13,GB,CN,Expeditors,Road,1613.3,4.89,5573.7,486,0,93.1,71337.65,8,8,3727.35
SHP0003059,2024-05-06,DE,US,CMA-CGM,Rail,302.4,2.0,377.4,420,0,98.3,15973.3,12,10,581.32
SHP0002973,2025-03-20,PL,FR,Kuehne+Nagel,Sea,967.4,5.7,1540.9,382,0,88.2,54611.14,28,27,1599.34
SHP0003865,2025-02-20,DE,GB,DB Schenker,Sea,224.6,1.06,10095.9,200,0,99.8,4510.47,31,29,1935.63
SHP0002734,2024-07-12,GB,VN,DB Schenker,Road,1377.3,5.33,9537.5,37,0,79.5,48238.69,8,6,4071.94
SHP0001323,2024-12-15,FR,NL,Kuehne+Nagel,Sea,589.6,1.49,4609.6,270,1,106.5,26023.82,29,28,2024.15
SHP0016858,2024-01-22,DE,FR,CMA-CGM,Rail,1532.4,4.0,10757.2,269,0,71.2,76552.47,15,18,4076.19
SHP0009988,2024-12-28,NL,VN,MaerskX,Sea,1630.3,7.74,521.9,208,0,102.2,37568.47,29,28,3576.25
SHP0008594,2025-02-18,PL,NL,Kuehne+Nagel,Road,1635.8,4.24,18817.2,477,1,103.7,61152.59,10,9,6311.07
SHP0016174,2024-10-14,IN,GB,Expeditors,Air,824.8,5.03,3566.7,494,0,106.0,21236.97,5,4,2099.71
SHP0013630,2024-04-13,IN,GB,CMA-CGM,Road,1072.4,2.94,8323.5,475,0,79.0,5512.15,9,14,2568.52
SHP0019118,2025-05-21,PL,GB,Kuehne+Nagel,Rail,1257.9,3.79,5032.1,168,0,83.8,38412.67,15,13,3079.4
SHP0003413,2024-05-19,DE,CN,CMA-CGM,Road,3342.8,18.19,746.0,169,1,118.2,45231.9,6,4,4210.95
SHP0003325,2025-02-23,US,FR,Expeditors,Sea,1685.1,6.1,14188.4,317,0,107.2,22130.71,33,33,3286.41
SHP0010989,2024-11-17,DE,TR,MaerskX,Rail,2078.3,5.49,9494.8,443,0,95.7,31142.97,14,14,5938.41
SHP0002261,2024-11-16,NL,CN,Kuehne+Nagel,Rail,3507.8,9.36,18689.4,117,0,105.7,151216.51,16,16,7712.08
SHP0019421,2024-12-10,TR,PL,MaerskX,Road,1457.0,4.13,2201.5,54,0,96.9,78463.34,7,6,2570.99
SHP0003753,2024-12-17,VN,GB,DB Schenker,Rail,1847.6,8.31,10596.9,472,0,104.4,90698.81,15,18,3998.46
SHP0002334,2024-09-06,PL,US,Expeditors,Road,1016.6,5.12,10606.3,38,0,116.7,36482.45,10,9,3140.58
SHP0001841,2024-11-09,NL,TR,CMA-CGM,Road,504.6,1.54,8757.8,279,0,89.6,4837.45,9,13,1808.15
SHP0005827,2024-02-23,NL,VN,MaerskX,Air,165.2,0.96,18901.8,232,0,104.4,6370.74,7,7,3539.14
SHP0019013,2025-02-23,VN,FR,Expeditors,Rail,437.9,2.36,3132.5,72,0,99.4,18739.5,13,13,897.55
SHP0014794,2024-10-28,GB,DE,CMA-CGM,Rail,2406.2,8.38,16409.6,77,0,92.1,42976.25,16,15,3915.02
SHP0002267,2024-08-30,PL,CN,DHL-Freight,Sea,434.1,1.34,13608.5,151,0,86.6,9666.87,32,32,1939.58
SHP0017422,2025-05-17,CN,IN,DB Schenker,Sea,608.3,2.15,6759.5,481,0,78.2,20560.41,28,27,1628.63
SHP0014777,2024-08-04,GB,NL,Kuehne+Nagel,Sea,329.5,1.81,17116.0,113,0,83.9,9871.59,32,31,2614.87
SHP0004752,2024-11-18,US,CN,DB Schenker,Air,275.6,1.15,15689.2,25,0,114.1,4549.28,8,8,1366.75
SHP0016195,2024-04-22,GB,DE,Expeditors,Sea,607.4,2.21,5132.9,449,0,102.1,17671.64,30,30,1672.42
SHP0003797,2024-09-21,GB,PL,Expeditors,Road,473.2,1.19,6908.6,106,0,92.4,27304.74,7,6,1700.08
SHP0003185,2024-10-17,PL,VN,DB Schenker,Air,539.0,1.71,14068.5,122,0,84.2,4691.39,7,7,2336.48
SHP0019034,2024-11-10,GB,FR,Kuehne+Nagel,Sea,3864.9,15.07,17747.4,414,0,105.0,214006.51,34,42,8212.65
SHP0017656,2024-06-10,US,VN,DB Schenker,Road,2780.9,7.25,15845.2,418,0,74.7,88460.41,10,10,5960.41
SHP0003437,2024-05-09,FR,NL,Kuehne+Nagel,Rail,2502.0,6.31,6995.1,26,0,109.2,44977.09,15,14,4143.2
SHP0014415,2024-01-15,CN,NL,CMA-CGM,Rail,3206.1,8.95,6568.1,162,0,107.7,190950.08,14,16,7580.58
SHP0008743,2024-10-23,VN,GB,Expeditors,Road,3717.1,13.28,16810.1,412,0,92.0,33606.34,9,8,5219.68
SHP0011246,2024-02-16,DE,FR,Expeditors,Sea,630.8,2.25,17066.3,489,0,103.2,12185.17,33,31,3689.8
SHP0004223,2024-08-26,FR,IN,MaerskX,Road,583.4,2.91,9053.3,288,0,82.1,7576.41,7,9,2562.62
SHP0005997,2025-03-27,US,VN,MaerskX,Rail,1948.6,6.37,10082.5,2,0,97.2,54834.12,15,14,4713.44
SHP0005892,2024-03-08,VN,TR,CMA-CGM,Road,538.0,2.03,6565.5,260,0,113.7,29820.28,8,8,1375.13
SHP0010398,2025-01-06,PL,TR,DB Schenker,Sea,1153.6,4.01,15138.7,215,0,109.1,65041.31,32,37,3569.57
SHP0012736,2025-06-01,US,CN,DB Schenker,Sea,442.1,1.33,8628.4,297,0,113.6,26402.87,31,30,2344.31
SHP0006268,2025-05-16,FR,NL,MaerskX,Air,299.2,1.53,14280.9,138,0,104.6,10308.77,7,7,1941.69
SHP0010628,2024-06-24,FR,VN,DB Schenker,Sea,221.2,0.74,14513.5,341,0,93.2,4631.13,32,38,2214.73
SHP0016186,2024-05-19,FR,CN,CMA-CGM,Air,2889.5,8.69,17486.8,214,0,104.8,49877.36,8,7,6939.45
SHP0010106,2025-02-28,VN,DE,CMA-CGM,Road,2063.2,6.02,8350.2,305,0,86.7,110410.01,9,9,5325.88
SHP0002712,2024-01-03,VN,DE,Kuehne+Nagel,Rail,1413.4,4.67,17026.3,475,0,108.5,51842.6,17,16,4848.09
SHP0003409,2024-06-17,CN,IN,Expeditors,Air,4200.5,13.0,14723.3,280,0,77.2,150545.06,8,7,6432.05
SHP0002886,2025-05-04,FR,IN,Kuehne+Nagel,Sea,856.3,5.27,10033.1,360,0,106.3,23408.66,31,29,2736.82
SHP0002792,2025-06-06,PL,NL,DHL-Freight,Road,2636.1,7.04,8022.9,28,0,79.0,88168.97,8,8,6295.52
SHP0008166,2024-01-19,VN,CN,DB Schenker,Air,651.2,3.04,1318.8,336,0,101.9,27270.49,5,11,1032.6
SHP0016141,2025-02-02,PL,VN,DB Schenker,Sea,833.7,2.51,8853.3,361,0,108.7,33471.25,30,30,2550.57
SHP0008345,2024-01-10,US,TR,MaerskX,Sea,834.6,2.19,1329.9,159,0,87.0,12189.71,28,27,1523.17
SHP0012301,2025-02-23,FR,GB,CMA-CGM,Sea,710.8,2.04,13672.8,147,1,85.1,7967.74,31,31,3079.64
SHP0019952,2025-04-30,GB,PL,DHL-Freight,Air,421.7,1.45,5610.7,58,0,83.8,13640.45,5,5,1161.12
SHP0011565,2024-10-06,FR,VN,MaerskX,Air,3846.5,10.96,3030.1,279,0,104.7,38227.3,7,6,7613.16
SHP0016983,2025-03-18,GB,VN,Expeditors,Sea,541.8,1.53,5922.3,105,0,121.1,22641.6,29,27,1690.27
SHP0018101,2024-06-17,FR,PL,MaerskX,Air,2073.7,7.19,11155.4,69,0,98.2,51865.66,7,10,5190.32
SHP0010393,2024-08-13,FR,IN,Expeditors,Rail,1803.5,5.07,5686.4,67,0,81.6,61921.18,13,12,4338.61
SHP0003029,2025-05-23,DE,US,CMA-CGM,Road,5457.3,19.56,7102.2,111,0,116.0,100286.69,9,9,6038.62
SHP0008888,2024-08-26,FR,CN,DHL-Freight,Air,17.4,0.06,4817.6,260,0,114.5,758.82,5,12,706.94
SHP0019309,2024-04-19,IN,CN,Expeditors,Rail,1948.0,6.07,7143.7,209,0,104.5,19198.59,15,15,4785.16
SHP0005247,2024-05-01,CN,NL,DHL-Freight,Air,1328.2,5.22,5054.6,113,0,97.9,28423.63,5,12,2872.38
SHP0005158,2024-10-14,PL,GB,DB Schenker,Rail,1604.4,4.81,11678.6,413,0,109.6,34146.8,16,15,3668.54
SHP0001369,2025-02-18,US,CN,DHL-Freight,Road,577.9,1.65,17271.7,464,0,86.8,27541.69,9,8,3146.67
SHP0008730,2024-09-23,TR,PL,CMA-CGM,Rail,1921.2,8.96,10052.6,251,0,101.0,28799.7,15,15,2811.66
SHP0007052,2024-09-14,TR,NL,Kuehne+Nagel,Sea,774.6,3.07,4900.0,471,0,121.2,38039.54,31,30,2307.67
SHP0002573,2024-08-28,US,PL,CMA-CGM,Sea,911.5,4.85,12958.0,425,0,112.6,54173.37,32,30,2210.94
SHP0007544,2024-12-25,NL,VN,DB Schenker,Air,974.2,2.91,9150.8,220,0,95.3,40798.29,7,6,1963.82
SHP0010856,2025-02-09,IN,FR,Expeditors,Rail,1597.3,9.83,6823.8,398,0,111.3,56443.13,15,14,3409.22
SHP0014120,2025-03-07,VN,IN,MaerskX,Air,589.4,2.51,15078.8,485,0,111.3,5020.47,7,6,2643.1
SHP0019316,2024-11-22,US,VN,DB Schenker,Road,5370.4,23.48,14792.5,306,0,118.2,297010.33,10,10,6859.77
SHP0006211,2024-12-29,TR,PL,DHL-Freight,Road,1340.5,8.56,14955.7,139,0,100.9,19968.05,9,9,2631.46
SHP0014107,2024-12-11,NL,TR,Expeditors,Air,2034.5,8.05,18234.6,127,0,112.0,28729.76,9,8,6728.48
SHP0006671,2025-04-27,PL,NL,Expeditors,Sea,1044.1,6.28,6624.9,122,0,84.1,38563.28,30,29,2435.69
SHP0018657,2024-06-19,FR,IN,DHL-Freight,Sea,1379.2,5.74,18654.1,178,1,104.8,20702.72,32,31,4613.16
SHP0011007,2024-05-16,DE,NL,DB Schenker,Rail,675.1,2.11,7787.9,306,0,106.9,27799.58,12,11,1783.02
SHP0003253,2025-05-23,DE,FR,Expeditors,Air,1019.3,6.18,1446.3,313,0,91.3,48675.69,3,3,1282.88
SHP0019812,2025-02-06,VN,IN,DB Schenker,Sea,678.5,4.0,10600.6,26,0,100.1,28671.78,29,30,1641.37
SHP0018549,2025-06-21,FR,PL,DHL-Freight,Air,985.6,2.9,11825.1,364,0,105.2,38092.41,7,6,2855.88
SHP0013719,2024-07-13,VN,PL,CMA-CGM,Sea,1330.7,3.54,15401.9,419,0,85.2,16790.68,32,37,2708.98
SHP0006935,2024-05-29,VN,NL,DB Schenker,Rail,1216.3,6.38,2255.6,67,0,122.5,40091.18,12,11,2853.67
SHP0018978,2025-01-11,NL,IN,MaerskX,Sea,1196.1,4.08,5026.4,297,0,106.3,64721.6,29,29,1922.71
SHP0007826,2024-02-15,NL,US,Kuehne+Nagel,Rail,364.6,1.12,8308.1,222,0,91.2,8231.6,15,15,1536.21
SHP0010975,2025-05-03,IN,VN,DB Schenker,Air,625.3,2.43,16292.6,334,0,107.2,18793.32,8,7,1463.92
SHP0004001,2024-02-10,NL,PL,Kuehne+Nagel,Road,1094.3,6.38,8503.4,452,0,112.9,20403.76,7,7,3427.84
SHP0006863,2025-06-07,NL,TR,DB Schenker,Air,1862.4,5.06,14077.7,45,0,94.1,67878.67,7,6,4992.39
SHP0019400,2024-10-29,DE,CN,DHL-Freight,Rail,1836.2,4.84,16071.7,157,0,104.3,102538.16,12,19,5432.25
SHP0015042,2025-04-06,VN,FR,CMA-CGM,Road,352.2,1.97,1015.1,148,0,98.2,6273.45,7,6,621.63
SHP0003292,2025-02-20,GB,DE,DB Schenker,Sea,445.2,2.33,1384.2,237,0,96.3,10710.85,27,26,822.29
SHP0015410,2025-03-16,DE,TR,DB Schenker,Air,3207.1,16.32,11025.5,369,1,100.1,150791.87,8,7,6767.19
SHP0013404,2024-01-09,PL,VN,DHL-Freight,Air,1660.3,10.35,3046.6,496,0,86.9,52750.71,5,4,2791.16
SHP0001511,2025-02-28,CN,DE,DB Schenker,Sea,2959.7,7.72,4438.2,53,0,97.7,72433.46,28,28,3319.01
SHP0018730,2024-02-02,VN,DE,Kuehne+Nagel,Road,199.1,0.66,9918.8,157,1,102.9,9105.42,9,7,1672.34
SHP0013332,2024-04-29,US,GB,Expeditors,Rail,656.0,2.46,8797.3,311,0,99.6,12355.77,14,14,2661.65
SHP0008553,2025-06-18,TR,NL,CMA-CGM,Rail,1838.4,8.0,7524.7,87,1,93.8,92771.63,12,16,4824.48
SHP0017463,2024-09-09,TR,DE,Kuehne+Nagel,Rail,1047.0,2.84,8306.2,264,0,96.4,14114.75,13,12,2470.59
SHP0007772,2025-02-16,NL,FR,DHL-Freight,Air,,3.19,9619.4,63,0,99.8,54872.29,7,12,3514.05
SHP0018924,2024-11-22,VN,NL,CMA-CGM,Road,6256.5,20.37,11107.8,208,0,94.9,143156.8,9,8,8683.38
SHP0001991,2024-06-06,US,GB,DB Schenker,Sea,1076.7,4.6,7923.1,38,0,86.3,12465.2,31,31,3036.08
SHP0019006,2025-01-04,DE,NL,Kuehne+Nagel,Rail,753.8,1.98,8343.7,125,0,107.6,33474.42,13,13,1910.17
SHP0018039,2024-12-12,DE,TR,DHL-Freight,Road,1691.8,4.76,7442.3,131,0,104.6,44759.35,8,7,2590.07
SHP0013427,2025-06-22,IN,TR,MaerskX,Road,734.0,3.31,12324.0,194,0,112.2,38861.63,10,9,2312.8
SHP0006813,2024-06-15,IN,GB,CMA-CGM,Sea,1936.2,6.87,4182.1,254,0,116.8,41935.28,28,35,2467.97
SHP0003893,2025-02-05,IN,GB,DB Schenker,Air,976.3,3.48,16568.9,71,0,101.9,40913.67,8,8,3851.14
SHP0017941,2025-04-30,CN,IN,DHL-Freight,Sea,1439.9,8.45,17042.6,292,0,100.4,60185.6,33,31,2218.25
SHP0018333,2024-01-02,CN,GB,MaerskX,Sea,4416.5,20.82,12952.4,255,0,98.4,109523.66,31,31,5776.0
SHP0004535,2024-02-25,FR,TR,DHL-Freight,Rail,2746.7,7.03,13359.9,140,1,75.4,52376.89,16,14,4411.87
SHP0009305,2024-03-10,PL,FR,CMA-CGM,Sea,2941.0,13.97,9637.7,57,0,86.6,13452.02,32,35,3659.98
SHP0011706,2025-04-13,VN,CN,DB Schenker,Sea,160.7,0.74,18851.3,26,0,96.4,2526.9,32,32,1935.16
SHP0009742,2025-05-18,NL,DE,Kuehne+Nagel,Air,3451.2,18.74,17830.9,403,1,90.7,21611.66,10,10,7215.28
SHP0011638,2025-04-24,DE,FR,DHL-Freight,Road,2240.6,10.76,3699.3,316,0,90.3,45234.33,6,6,3365.66
SHP0003936,2024-05-26,NL,US,Expeditors,Sea,3490.0,14.55,14686.4,466,0,110.3,128589.44,31,32,8434.23
SHP0018384,2024-12-23,TR,VN,Expeditors,Rail,1925.6,6.91,15984.1,138,0,110.0,86337.98,16,16,6090.0
SHP0001536,2024-07-20,FR,US,Kuehne+Nagel,Rail,1056.2,3.95,18436.5,295,0,99.7,10467.48,16,16,4483.95
SHP0004983,2025-03-26,NL,DE,DB Schenker,Road,1251.4,3.48,11732.0,2,0,78.5,33437.52,11,10,4211.02
SHP0003482,2024-01-27,GB,TR,Expeditors,Air,1438.3,7.32,17076.7,452,0,108.9,51447.61,7,6,4581.74
SHP0012642,2025-02-04,IN,TR,DHL-Freight,Rail,976.3,5.87,8942.4,478,0,89.5,39232.32,14,12,2003.22
SHP0001778,2024-05-25,DE,IN,DB Schenker,Air,2309.8,8.59,17895.0,406,0,107.8,53895.96,8,7,6929.87
SHP0000247,2024-05-21,DE,GB,MaerskX,Rail,276.0,1.04,6729.4,241,0,106.3,3655.45,12,11,1343.06
SHP0003082,2024-09-08,TR,VN,Expeditors,Rail,791.5,2.34,1063.5,366,0,96.7,26996.85,14,13,899.12
SHP0003218,2024-10-22,TR,VN,MaerskX,Road,1038.8,4.05,2840.0,161,0,88.0,37737.14,7,6,2516.42
SHP0010603,2024-09-21,US,GB,Kuehne+Nagel,Sea,2551.9,11.35,17798.5,172,0,103.3,30660.21,31,30,5077.44
SHP0001855,2024-01-16,FR,IN,Kuehne+Nagel,Road,2711.2,13.72,7615.1,59,0,101.4,27903.93,7,7,6193.24
SHP0016635,2024-01-10,FR,GB,DB Schenker,Rail,1491.0,6.57,18806.1,174,0,102.4,8593.35,17,16,5508.43
SHP0002966,2024-08-19,IN,TR,CMA-CGM,Sea,1208.1,4.39,5680.3,36,0,123.3,59113.02,29,28,3388.8
SHP0008979,2025-01-22,CN,IN,Kuehne+Nagel,Road,1341.2,3.41,9494.0,444,0,104.5,28864.75,8,7,2183.05
SHP0004956,2025-02-09,FR,IN,Expeditors,Sea,932.5,5.94,15613.5,45,0,100.1,44125.23,32,32,2058.2
SHP0019809,2024-03-20,CN,NL,Expeditors,Road,502.3,1.83,13503.2,491,0,113.7,3875.42,9,8,2521.45
SHP0009634,2025-02-28,US,DE,MaerskX,Road,1236.9,7.19,5014.8,126,1,113.7,69003.34,9,8,2464.77
SHP0000804,2024-06-28,GB,IN,MaerskX,Rail,1629.4,6.44,6422.1,242,0,96.6,11569.74,13,12,2858.22
SHP0000063,2024-11-24,CN,NL,DB Schenker,Rail,2559.3,6.75,6312.7,457,0,103.5,86467.54,14,11,4247.71
SHP0010802,2025-01-20,GB,VN,Expeditors,Rail,278.6,0.93,6397.6,210,0,100.6,10387.19,15,15,734.08
SHP0018098,2024-08-25,PL,IN,DB Schenker,Sea,1491.4,4.71,1419.0,372,0,102.9,26447.19,30,28,1750.95
SHP0015877,2025-05-29,DE,TR,DHL-Freight,Road,707.7,1.98,13900.0,154,0,82.2,16359.2,11,10,3577.08
SHP0011396,2024-02-04,VN,GB,Kuehne+Nagel,Air,651.7,2.35,2168.0,398,0,98.2,3002.92,5,10,1121.14
SHP0007920,2025-01-31,FR,GB,Expeditors,Road,975.8,3.54,9393.3,408,1,105.4,30515.45,8,8,2082.21
SHP0010842,2024-08-17,FR,VN,DHL-Freight,Rail,842.0,2.91,8595.9,117,0,101.9,17847.72,14,23,3046.04
SHP0001429,2025-01-30,NL,VN,DHL-Freight,Sea,218.4,0.56,14644.8,39,0,112.9,2694.57,31,29,1731.1
SHP0008134,2024-06-30,FR,NL,MaerskX,Sea,341.7,1.48,3148.9,366,0,121.6,6499.6,30,30,926.16
SHP0009453,2024-01-05,FR,DE,DHL-Freight,Air,4365.7,11.23,10129.2,51,0,108.7,144672.5,7,6,9073.49
SHP0003324,2024-03-20,CN,TR,Kuehne+Nagel,Air,1226.9,4.37,2955.6,452,0,118.1,42955.15,5,4,1756.02
SHP0000838,2024-05-05,US,DE,MaerskX,Air,1528.1,4.59,7747.3,298,0,89.6,8264.53,7,11,3496.98
SHP0013649,2024-06-20,VN,FR,CMA-CGM,Air,1829.8,7.74,5905.9,69,0,114.7,75755.88,5,5,4074.65
SHP0008062,2024-07-04,US,DE,CMA-CGM,Air,1475.9,7.63,17187.4,247,0,107.5,16793.01,9,8,3880.35
SHP0019736,2025-01-20,IN,VN,Kuehne+Nagel,Rail,753.6,3.64,772.4,71,0,96.9,7328.83,12,11,1546.87
SHP0008559,2024-11-16,CN,TR,DHL-Freight,Sea,2917.0,12.94,5037.4,222,0,103.9,93033.51,31,31,5715.81
SHP0018349,2024-05-09,PL,US,DB Schenker,Road,1597.1,5.62,4687.1,410,0,80.0,40279.76,8,8,2572.11
SHP0004369,2024-03-26,DE,VN,Expeditors,Road,1690.7,7.08,10827.5,316,0,98.4,30493.31,8,8,3407.32
SHP0012103,2024-09-09,TR,CN,MaerskX,Air,510.1,1.79,644.9,231,0,105.3,10327.97,5,4,1208.03
SHP0003193,2024-10-03,IN,TR,Kuehne+Nagel,Air,498.9,2.89,17113.0,398,0,92.6,15026.11,10,9,3539.29
SHP0000592,2024-12-12,CN,FR,DHL-Freight,Sea,1822.3,6.85,18494.6,395,0,118.2,57187.4,33,40,5544.19
SHP0002911,2024-03-21,TR,PL,CMA-CGM,Sea,441.9,2.33,15137.3,322,0,99.6,19509.2,31,30,2736.14
SHP0009062,2025-06-16,VN,US,DB Schenker,Air,801.1,2.2,2258.8,96,0,91.9,35478.75,5,4,1335.96
SHP0011276,2024-01-31,US,DE,Expeditors,Road,2302.1,5.79,17504.2,42,0,103.8,45129.0,10,9,4156.33
SHP0002329,2024-02-25,PL,CN,Kuehne+Nagel,Rail,1285.5,4.64,1484.7,92,0,92.0,27277.92,13,12,2977.84
SHP0012669,2024-12-05,GB,TR,Kuehne+Nagel,Air,1143.5,4.24,14912.2,380,0,77.3,58824.67,9,9,2421.13
SHP0008462,2024-05-30,VN,GB,DB Schenker,Rail,1490.3,5.12,3554.8,28,0,98.4,11106.22,15,15,2242.63
SHP0019775,2024-12-26,TR,FR,MaerskX,Air,1738.8,6.68,6013.1,184,0,98.1,29286.4,4,4,2484.87
SHP0008880,2024-12-07,FR,DE,Expeditors,Air,1849.4,5.41,7166.1,253,0,113.7,66692.35,5,5,3767.34
SHP0014494,2025-04-03,FR,PL,DB Schenker,Sea,1712.3,4.28,13671.7,262,0,97.7,73937.57,31,35,6003.33
SHP0017123,2024-08-12,NL,PL,DB Schenker,Rail,3641.5,14.31,12257.8,245,0,93.9,103491.68,14,19,5009.13
SHP0008082,2025-03-06,IN,GB,DHL-Freight,Air,145.6,0.39,9715.7,186,0,103.9,723.44,5,4,1928.44
SHP0016093,2024-08-14,IN,NL,CMA-CGM,Sea,2168.0,11.99,3690.2,90,0,105.4,23080.19,29,29,4047.04
