shipment_id,origin_country,destination_country,carrier,mode,weight_kg,volume_cbm,distance_km,num_items,is_hazardous,fuel_price_index,customs_declared_value_usd,value_density_usd_per_kg,promised_transit_days,ship_month,carrier_avg_delay_rate,carrier_shipment_count,lane_volume,is_delayed
SHP0013709,GB,IN,DHL-Freight,Air,3472.5,9.93,11481.6,447,0,96.0,94850.48,27.31,6,12,0.2991150442477876,3390,220,0
SHP0012535,GB,NL,Kuehne+Nagel,Sea,3152.5,8.11,13753.1,71,0,111.3,184067.89,58.39,31,12,0.11185006045949214,3308,200,1
SHP0002394,DE,PL,DB Schenker,Rail,1605.0,6.05,2331.2,341,0,116.4,95741.47,59.65,13,2,0.18876941457586618,3348,209,0
SHP0001141,GB,DE,DHL-Freight,Sea,520.4,2.61,3950.8,452,0,96.6,23080.09,44.35,30,5,0.2991150442477876,3390,203,0
SHP0000289,PL,IN,DB Schenker,Sea,723.4,2.13,10004.0,124,0,89.6,10199.33,14.1,31,12,0.18876941457586618,3348,206,1
SHP0005253,FR,IN,DHL-Freight,Road,965.3,3.2,11953.2,386,0,98.1,27143.18,28.12,10,5,0.2991150442477876,3390,193,1
SHP0005275,NL,TR,DHL-Freight,Sea,1594.3,6.89,10151.6,92,0,82.1,58586.65,36.75,32,2,0.2991150442477876,3390,212,0
SHP0001648,GB,TR,Expeditors,Air,1245.6,4.5,12331.1,242,0,106.5,72851.95,58.49,6,3,0.06552962298025135,3342,230,0
SHP0009251,GB,DE,DB Schenker,Rail,831.4,2.8,11439.7,498,0,94.4,43478.05,52.29,15,7,0.18876941457586618,3348,203,0
SHP0008811,FR,US,MaerskX,Air,277.3,1.33,6538.9,239,0,117.1,16272.34,58.68,6,11,0.15361354702146962,3307,201,0
SHP0001681,TR,FR,MaerskX,Sea,1495.3,9.38,759.8,108,0,98.7,31477.17,21.05,29,4,0.15361354702146962,3307,241,0
SHP0010910,PL,CN,CMA-CGM,Air,1508.2,3.96,9227.1,164,0,99.9,25571.55,16.96,6,4,0.4322884012539185,3190,226,0
SHP0012853,NL,CN,CMA-CGM,Air,1955.7,5.14,5416.8,211,0,96.0,63639.88,32.54,6,10,0.4322884012539185,3190,210,0
SHP0011626,TR,PL,DHL-Freight,Road,892.2,3.44,6538.8,443,0,117.0,49355.75,55.32,9,7,0.2991150442477876,3390,239,0
SHP0003663,IN,FR,CMA-CGM,Rail,557.7,2.43,3693.2,134,0,96.5,18969.96,34.01,13,6,0.4322884012539185,3190,221,0
SHP0001876,FR,GB,DB Schenker,Rail,1632.7,8.58,11776.4,27,0,115.4,28328.56,17.35,15,5,0.18876941457586618,3348,215,0
SHP0006117,DE,PL,MaerskX,Road,1570.7,5.28,8096.0,357,0,75.9,45871.26,29.2,7,7,0.15361354702146962,3307,209,0
SHP0005679,US,CN,MaerskX,Rail,930.1,3.05,9760.5,245,0,93.2,10488.11,11.28,16,2,0.15361354702146962,3307,207,0
SHP0008792,FR,PL,DHL-Freight,Rail,3079.1,18.86,16711.2,128,1,106.1,41294.79,13.41,17,2,0.2991150442477876,3390,212,1
SHP0001363,IN,TR,Expeditors,Rail,927.3,2.75,9941.6,475,0,112.1,53551.19,57.75,15,2,0.06552962298025135,3342,246,0
SHP0005188,GB,DE,Kuehne+Nagel,Air,210.2,0.62,9196.5,384,0,121.8,9750.57,46.39,6,2,0.11185006045949214,3308,203,0
SHP0015808,VN,DE,Kuehne+Nagel,Road,402.8,1.4,5017.3,377,0,116.5,13855.84,34.4,7,10,0.11185006045949214,3308,222,0
SHP0006046,IN,US,DHL-Freight,Air,1275.2,5.46,8062.1,404,0,73.6,14819.98,11.62,7,1,0.2991150442477876,3390,230,1
SHP0000475,NL,CN,Kuehne+Nagel,Air,394.2,1.98,4299.0,221,0,101.7,16130.67,40.92,6,4,0.11185006045949214,3308,210,1
SHP0001891,GB,VN,DB Schenker,Sea,802.0,2.15,13045.7,338,1,102.0,3920.2,4.89,31,3,0.18876941457586618,3348,230,0
SHP0015693,PL,US,CMA-CGM,Air,1848.0,4.92,11714.3,416,0,98.2,96386.65,52.16,7,5,0.4322884012539185,3190,245,0
SHP0017055,DE,GB,DB Schenker,Sea,2975.8,11.68,5139.2,198,0,101.5,16408.11,5.51,29,6,0.18876941457586618,3348,233,1
SHP0019603,VN,US,Kuehne+Nagel,Air,1232.4,3.33,11620.8,484,0,100.7,34970.98,28.38,7,5,0.11185006045949214,3308,236,0
SHP0005358,TR,US,MaerskX,Rail,1086.5,4.89,2059.2,432,0,105.7,40478.35,37.26,11,4,0.15361354702146962,3307,215,0
SHP0002559,US,DE,MaerskX,Sea,5436.5,27.53,9636.7,351,0,95.8,170190.14,31.31,29,6,0.15361354702146962,3307,239,0
SHP0000586,CN,US,DB Schenker,Road,2111.4,8.39,15512.9,434,0,85.4,67650.06,32.04,11,8,0.18876941457586618,3348,215,0
SHP0001906,CN,IN,DHL-Freight,Road,413.5,1.33,7120.6,182,0,86.3,8140.08,19.69,8,1,0.2991150442477876,3390,228,0
SHP0004106,PL,NL,DHL-Freight,Road,1046.8,6.69,368.9,460,0,93.8,31522.13,30.11,7,12,0.2991150442477876,3390,228,0
SHP0007395,US,NL,CMA-CGM,Rail,5696.0,23.66,2960.5,61,0,105.9,84626.53,14.86,13,4,0.4322884012539185,3190,233,0
SHP0011840,VN,US,Expeditors,Air,826.6,5.49,8679.4,135,0,111.4,9317.31,11.27,7,5,0.06552962298025135,3342,236,0
SHP0006123,VN,PL,Kuehne+Nagel,Rail,2250.4,7.94,7320.5,445,0,92.1,59068.66,26.25,12,1,0.11185006045949214,3308,245,0
SHP0009058,PL,DE,MaerskX,Sea,498.2,2.03,8340.9,3,0,100.6,8093.81,16.25,31,1,0.15361354702146962,3307,238,0
SHP0016571,PL,NL,DB Schenker,Sea,1663.6,7.92,9360.9,43,0,104.6,98559.72,59.24,32,1,0.18876941457586618,3348,228,0
SHP0017881,TR,VN,Kuehne+Nagel,Rail,1500.2,7.76,14614.9,108,0,112.3,29017.54,19.34,18,9,0.11185006045949214,3308,215,0
SHP0001463,VN,US,Kuehne+Nagel,Rail,1753.2,9.5,2030.0,157,0,109.3,22650.14,12.92,13,3,0.11185006045949214,3308,236,0
SHP0019064,FR,NL,Kuehne+Nagel,Air,996.5,2.85,17436.5,367,0,113.4,33316.62,33.43,9,10,0.11185006045949214,3308,249,0
SHP0001550,TR,NL,Kuehne+Nagel,Rail,805.4,2.96,16092.6,4,0,92.6,6521.52,8.1,15,4,0.11185006045949214,3308,217,1
SHP0015414,IN,FR,MaerskX,Air,956.6,3.77,4988.3,275,0,115.1,30226.73,31.6,6,3,0.15361354702146962,3307,221,0
SHP0001158,DE,FR,Expeditors,Road,2145.5,11.04,11301.5,367,0,97.7,110433.56,51.47,9,3,0.06552962298025135,3342,232,0
SHP0004714,CN,VN,DHL-Freight,Rail,574.1,1.89,11873.8,466,0,91.3,32719.12,56.99,12,6,0.2991150442477876,3390,215,0
SHP0003067,IN,GB,CMA-CGM,Air,959.4,2.62,12247.3,270,0,108.4,49331.28,51.42,6,7,0.4322884012539185,3190,221,0
SHP0016662,US,VN,MaerskX,Sea,921.9,2.39,800.0,464,0,97.0,33764.9,36.63,28,9,0.15361354702146962,3307,234,0
SHP0006045,US,GB,CMA-CGM,Air,4728.7,13.55,5631.4,427,0,102.2,214862.33,45.44,5,11,0.4322884012539185,3190,226,0
SHP0013679,US,GB,Kuehne+Nagel,Air,1870.0,4.91,1096.3,480,0,92.7,67387.97,36.04,4,6,0.11185006045949214,3308,226,0
SHP0000972,VN,PL,CMA-CGM,Air,1526.5,4.13,17642.7,256,0,98.2,8916.81,5.84,9,3,0.4322884012539185,3190,245,1
SHP0008738,CN,GB,CMA-CGM,Sea,1184.8,6.5,3122.2,121,0,99.7,31952.46,26.97,28,11,0.4322884012539185,3190,205,1
SHP0002451,TR,FR,DHL-Freight,Sea,2044.8,5.5,5863.8,244,0,117.6,81640.6,39.93,29,1,0.2991150442477876,3390,241,1
SHP0006529,FR,PL,CMA-CGM,Road,620.0,2.89,11420.3,364,0,104.3,36182.83,58.36,11,6,0.4322884012539185,3190,212,0
SHP0019102,GB,TR,DHL-Freight,Rail,2116.4,9.87,5624.1,288,0,115.8,54673.66,25.83,14,5,0.2991150442477876,3390,230,1
SHP0005595,TR,DE,Expeditors,Rail,1081.6,3.49,6205.5,187,0,126.6,10766.57,9.95,14,10,0.06552962298025135,3342,218,0
SHP0002881,US,FR,DB Schenker,Air,2016.7,6.1,6386.2,232,0,99.4,14475.87,7.18,3,5,0.18876941457586618,3348,202,0
SHP0017810,TR,PL,Kuehne+Nagel,Rail,477.6,1.49,14833.3,40,0,107.6,13597.06,28.47,16,7,0.11185006045949214,3308,239,1
SHP0013691,GB,TR,MaerskX,Road,1040.7,3.61,4581.2,141,0,75.3,27732.11,26.65,8,1,0.15361354702146962,3307,230,0
SHP0014670,DE,CN,DHL-Freight,Sea,2816.2,8.29,16822.1,11,0,109.8,166213.41,59.02,32,3,0.2991150442477876,3390,234,1
SHP0009445,TR,PL,CMA-CGM,Road,707.5,2.54,1424.2,71,0,89.5,9007.27,12.73,5,10,0.4322884012539185,3190,239,0
SHP0008014,TR,CN,MaerskX,Air,1109.7,6.81,5148.6,278,0,94.1,50682.42,45.67,4,6,0.15361354702146962,3307,219,0
SHP0013790,VN,NL,MaerskX,Air,565.0,1.86,3277.4,327,0,111.6,29585.53,52.36,3,8,0.15361354702146962,3307,241,0
SHP0005116,GB,FR,MaerskX,Road,924.8,2.67,6483.6,4,0,91.4,32037.96,34.64,7,8,0.15361354702146962,3307,218,0
SHP0001434,FR,CN,DHL-Freight,Sea,1978.1,8.46,17824.9,204,0,106.8,52745.16,26.66,32,5,0.2991150442477876,3390,210,1
SHP0012058,VN,GB,DB Schenker,Rail,1964.8,4.95,3995.7,187,0,114.9,25539.76,13.0,11,7,0.18876941457586618,3348,227,0
SHP0005728,DE,GB,MaerskX,Air,1009.9,2.8,7306.1,312,0,110.5,14495.55,14.35,8,2,0.15361354702146962,3307,233,1
SHP0011743,CN,GB,DHL-Freight,Sea,283.5,0.8,3452.0,297,0,90.6,9905.78,34.94,30,3,0.2991150442477876,3390,205,1
SHP0011042,IN,GB,CMA-CGM,Road,3309.7,9.45,18588.6,464,0,84.8,62273.63,18.82,10,5,0.4322884012539185,3190,221,1
SHP0018408,CN,US,CMA-CGM,Rail,1153.3,4.88,15868.1,50,0,99.2,15213.91,13.19,16,10,0.4322884012539185,3190,215,0
SHP0001727,CN,GB,MaerskX,Sea,1476.3,4.62,9935.0,54,0,114.3,27843.63,18.86,31,3,0.15361354702146962,3307,205,0
SHP0017867,FR,NL,CMA-CGM,Road,751.3,2.04,10645.9,437,0,96.3,13871.19,18.46,10,4,0.4322884012539185,3190,249,0
SHP0007876,PL,NL,Kuehne+Nagel,Sea,1715.2,4.64,8196.0,264,0,93.6,74168.61,43.24,30,8,0.11185006045949214,3308,228,1
SHP0009169,TR,CN,DHL-Freight,Sea,227.9,0.86,10508.5,315,0,90.5,6978.9,30.62,30,4,0.2991150442477876,3390,219,0
SHP0008941,TR,PL,MaerskX,Rail,264.8,1.38,8340.6,437,0,106.5,8360.96,31.57,14,1,0.15361354702146962,3307,239,0
SHP0014763,DE,IN,MaerskX,Sea,1037.7,5.42,14768.3,329,0,111.2,25540.51,24.61,32,12,0.15361354702146962,3307,231,0
SHP0008543,CN,PL,MaerskX,Air,937.3,2.4,17835.7,306,0,103.9,42213.0,45.04,8,11,0.15361354702146962,3307,206,0
SHP0004644,VN,FR,Expeditors,Sea,1152.9,4.03,3001.4,379,0,107.1,22541.56,19.55,28,6,0.06552962298025135,3342,226,0
SHP0018337,VN,DE,CMA-CGM,Air,1825.4,6.91,16171.1,413,1,96.2,77646.42,42.54,8,11,0.4322884012539185,3190,222,0
SHP0016442,US,FR,Kuehne+Nagel,Rail,1526.3,4.67,13867.0,252,0,94.0,51240.7,33.57,15,5,0.11185006045949214,3308,202,0
SHP0009401,IN,PL,MaerskX,Rail,1869.5,5.41,1403.8,300,0,121.3,34702.38,18.56,14,4,0.15361354702146962,3307,187,0
SHP0003050,DE,TR,Kuehne+Nagel,Air,1643.2,7.23,1387.2,493,0,111.2,43242.64,26.32,5,6,0.11185006045949214,3308,232,0
SHP0012731,NL,CN,CMA-CGM,Sea,3234.8,15.48,17801.3,378,0,115.9,122093.43,37.74,34,5,0.4322884012539185,3190,210,0
SHP0019440,TR,CN,DB Schenker,Air,1450.1,8.7,17288.6,323,0,98.0,70606.11,48.69,7,10,0.18876941457586618,3348,219,0
SHP0013000,GB,VN,DB Schenker,Road,2696.4,10.75,3549.0,155,0,100.3,115596.87,42.87,6,3,0.18876941457586618,3348,230,1
SHP0012780,TR,NL,Expeditors,Air,1686.5,4.23,4703.1,292,0,100.5,23703.49,14.05,6,10,0.06552962298025135,3342,217,0
SHP0008094,VN,CN,MaerskX,Sea,1702.9,8.37,3682.3,407,0,90.7,67437.08,39.6,29,2,0.15361354702146962,3307,218,0
SHP0001545,GB,NL,DB Schenker,Rail,620.0,2.17,13322.2,459,0,90.1,20549.49,33.14,14,3,0.18876941457586618,3348,200,0
SHP0012866,IN,GB,DHL-Freight,Air,916.0,3.24,15912.7,223,0,80.5,6962.13,7.6,9,6,0.2991150442477876,3390,221,0
SHP0019119,GB,VN,Expeditors,Air,506.7,1.39,14493.1,180,0,94.7,11193.1,22.09,7,3,0.06552962298025135,3342,230,0
SHP0001610,DE,PL,DB Schenker,Sea,1255.3,4.52,18221.0,283,0,92.4,67857.6,54.06,33,6,0.18876941457586618,3348,209,0
SHP0017483,NL,CN,DHL-Freight,Road,3545.8,14.93,8440.6,252,0,97.8,194321.38,54.8,7,5,0.2991150442477876,3390,210,0
SHP0013401,TR,VN,Expeditors,Rail,1278.5,3.55,17403.2,473,0,90.8,55860.72,43.69,16,3,0.06552962298025135,3342,215,0
SHP0015995,GB,NL,Expeditors,Sea,303.0,1.24,14284.4,496,0,97.8,13159.73,43.43,32,8,0.06552962298025135,3342,200,0
SHP0007943,IN,GB,DHL-Freight,Air,242.5,0.87,3215.5,453,1,98.9,5520.68,22.77,6,6,0.2991150442477876,3390,221,1
SHP0017153,VN,FR,Kuehne+Nagel,Road,1965.7,6.19,6685.7,291,0,102.3,45455.78,23.12,8,3,0.11185006045949214,3308,226,0
SHP0018320,FR,DE,Expeditors,Rail,3104.3,18.2,18110.0,285,0,115.0,131794.54,42.46,16,12,0.06552962298025135,3342,253,0
SHP0014195,PL,US,Expeditors,Road,703.8,4.44,18615.3,460,0,118.1,37704.98,53.57,12,1,0.06552962298025135,3342,245,0
SHP0002535,NL,DE,MaerskX,Sea,3844.5,14.36,3445.0,245,0,108.6,194868.96,50.69,30,4,0.15361354702146962,3307,231,0
SHP0012112,DE,TR,DHL-Freight,Rail,2758.9,9.31,5222.7,394,0,117.7,56427.23,20.45,14,1,0.2991150442477876,3390,232,1
SHP0018674,PL,NL,CMA-CGM,Rail,2839.1,14.23,832.9,315,0,93.7,88193.33,31.06,13,4,0.4322884012539185,3190,228,1
SHP0005015,CN,GB,MaerskX,Air,1352.9,4.27,18129.6,314,0,86.3,6346.66,4.69,10,9,0.15361354702146962,3307,205,0
SHP0011549,NL,DE,Expeditors,Rail,2456.4,9.24,15841.1,262,0,106.7,97177.18,39.56,16,2,0.06552962298025135,3342,231,0
SHP0014133,US,DE,Expeditors,Road,1096.4,6.88,8467.8,24,0,122.6,41336.41,37.7,8,10,0.06552962298025135,3342,239,0
SHP0012676,DE,FR,CMA-CGM,Sea,2774.7,9.25,9138.5,191,0,98.0,133591.19,48.15,29,2,0.4322884012539185,3190,232,1
SHP0012085,NL,US,CMA-CGM,Sea,663.1,3.75,2183.3,174,0,84.9,13252.78,19.99,30,10,0.4322884012539185,3190,215,1
SHP0004988,GB,FR,DHL-Freight,Road,378.8,1.46,3139.6,439,0,99.0,9364.13,24.72,7,1,0.2991150442477876,3390,218,0
SHP0008203,CN,US,MaerskX,Sea,2409.6,7.95,10217.7,258,0,125.9,38655.14,16.04,30,9,0.15361354702146962,3307,215,0
SHP0011159,PL,FR,Kuehne+Nagel,Sea,1666.0,4.97,17715.6,106,0,109.4,76040.65,45.64,31,7,0.11185006045949214,3308,215,0
SHP0019263,US,CN,Kuehne+Nagel,Road,1033.5,6.31,4449.9,148,0,103.3,24445.0,23.65,8,2,0.11185006045949214,3308,207,0
SHP0010544,FR,IN,MaerskX,Sea,797.0,2.46,16233.1,284,0,110.2,46997.01,58.97,33,4,0.15361354702146962,3307,193,1
SHP0000659,NL,TR,Expeditors,Air,1634.8,9.3,12176.2,277,0,112.0,22092.9,13.51,7,3,0.06552962298025135,3342,212,0
SHP0006831,IN,US,Expeditors,Sea,4188.6,15.32,7567.2,63,0,96.5,232688.01,55.55,30,3,0.06552962298025135,3342,230,0
SHP0012362,NL,PL,CMA-CGM,Road,560.8,3.37,7908.1,105,0,105.4,13503.49,24.08,7,5,0.4322884012539185,3190,225,1
SHP0001354,US,DE,DHL-Freight,Sea,3355.5,11.14,9298.2,303,0,80.9,110294.97,32.87,30,1,0.2991150442477876,3390,239,0
SHP0001042,PL,FR,DHL-Freight,Rail,3659.1,9.3,2041.1,225,0,103.9,19874.91,5.43,13,2,0.2991150442477876,3390,215,0
SHP0016382,US,GB,CMA-CGM,Air,1872.2,8.42,7661.7,115,0,94.6,15830.75,8.46,5,4,0.4322884012539185,3190,226,0
SHP0018359,FR,TR,DB Schenker,Rail,4575.4,21.79,11927.1,34,0,90.6,98044.65,21.43,14,12,0.18876941457586618,3348,222,0
SHP0004883,TR,US,DB Schenker,Air,320.3,1.73,13427.1,366,0,95.4,17707.23,55.28,8,10,0.18876941457586618,3348,215,0
SHP0007371,CN,US,CMA-CGM,Rail,1506.3,8.23,8088.1,276,0,113.3,48402.27,32.13,14,7,0.4322884012539185,3190,215,1
SHP0005122,NL,FR,Kuehne+Nagel,Road,2202.3,12.99,7661.9,188,1,90.2,87050.97,39.53,7,4,0.11185006045949214,3308,247,1
SHP0005898,VN,US,DHL-Freight,Rail,1382.7,3.67,11992.4,265,0,91.9,59815.8,43.26,16,11,0.2991150442477876,3390,236,1
SHP0007518,NL,GB,DHL-Freight,Road,1580.8,6.05,4253.9,157,0,93.4,85394.04,54.02,7,6,0.2991150442477876,3390,222,0
SHP0018229,IN,TR,MaerskX,Sea,1809.3,5.26,2629.5,67,1,97.6,51337.74,28.37,28,5,0.15361354702146962,3307,246,0
SHP0011480,US,FR,DHL-Freight,Road,3014.7,14.69,9525.5,230,0,103.0,89315.06,29.63,9,9,0.2991150442477876,3390,202,0
SHP0003578,CN,GB,DHL-Freight,Rail,283.9,1.38,3172.6,23,0,96.4,4682.31,16.49,12,6,0.2991150442477876,3390,205,1
SHP0008460,IN,FR,MaerskX,Road,2563.4,13.36,15397.2,244,0,83.8,48605.8,18.96,9,6,0.15361354702146962,3307,221,0
SHP0014324,FR,DE,CMA-CGM,Rail,1772.1,4.56,18506.7,441,0,112.5,105124.16,59.32,16,12,0.4322884012539185,3190,253,1
SHP0016940,TR,PL,DB Schenker,Sea,2566.5,6.78,6616.1,32,0,109.5,96234.3,37.5,27,2,0.18876941457586618,3348,239,0
SHP0011233,US,DE,DHL-Freight,Road,4892.9,13.11,13593.9,354,0,98.8,67700.11,13.84,10,9,0.2991150442477876,3390,239,1
SHP0019815,DE,GB,Expeditors,Rail,781.6,2.72,14625.8,335,0,114.4,29495.46,37.74,16,7,0.06552962298025135,3342,233,0
SHP0011609,NL,FR,DHL-Freight,Road,1716.9,5.52,3994.4,1,0,108.2,70340.31,40.97,6,5,0.2991150442477876,3390,247,0
SHP0005293,IN,GB,DB Schenker,Road,2037.7,12.12,2788.9,474,0,102.6,11996.52,5.89,7,5,0.18876941457586618,3348,221,1
SHP0004947,TR,VN,DB Schenker,Sea,1943.0,4.95,13872.7,11,0,98.8,11365.98,5.85,32,4,0.18876941457586618,3348,215,0
SHP0008018,NL,PL,MaerskX,Air,5108.6,21.49,16178.2,206,0,105.0,95295.85,18.65,8,5,0.15361354702146962,3307,225,0
SHP0008732,NL,FR,DB Schenker,Road,2437.3,8.03,15550.7,430,0,105.7,28451.58,11.67,10,4,0.18876941457586618,3348,247,0
SHP0004146,DE,NL,Expeditors,Sea,658.0,1.69,4403.6,190,0,86.4,29096.06,44.22,28,4,0.06552962298025135,3342,200,0
SHP0012911,US,DE,DHL-Freight,Sea,484.1,1.28,14903.2,156,0,104.2,8401.1,17.35,34,6,0.2991150442477876,3390,239,0
SHP0012675,US,VN,Kuehne+Nagel,Sea,1277.7,3.23,1745.9,395,0,105.7,31390.94,24.57,27,1,0.11185006045949214,3308,234,0
SHP0019217,TR,CN,CMA-CGM,Sea,1798.4,4.56,14417.1,141,0,93.5,94882.94,52.76,33,1,0.4322884012539185,3190,219,1
SHP0016273,GB,US,DB Schenker,Air,1392.4,3.63,8214.8,205,0,104.5,25776.03,18.51,8,7,0.18876941457586618,3348,229,0
SHP0019543,CN,DE,CMA-CGM,Air,2039.9,10.54,9739.0,474,0,110.3,86486.19,42.4,6,8,0.4322884012539185,3190,224,0
SHP0004182,IN,VN,Kuehne+Nagel,Sea,80.9,0.23,6930.3,147,0,102.4,802.04,9.91,29,11,0.11185006045949214,3308,215,0
SHP0003315,IN,GB,Expeditors,Air,3989.7,18.5,12755.7,355,0,112.6,63719.92,15.97,8,11,0.06552962298025135,3342,221,0
SHP0003038,DE,GB,DHL-Freight,Road,2553.2,7.77,16183.5,465,0,101.8,145249.6,56.89,9,3,0.2991150442477876,3390,233,0
SHP0004543,VN,FR,DHL-Freight,Sea,2307.3,13.76,6724.7,399,0,98.6,16586.19,7.19,29,1,0.2991150442477876,3390,226,0
SHP0007083,FR,CN,DB Schenker,Rail,4175.0,12.8,4259.9,249,0,90.6,53558.37,12.83,13,4,0.18876941457586618,3348,210,0
SHP0011863,GB,TR,MaerskX,Road,734.5,3.55,16014.6,4,0,97.2,6732.18,9.17,9,2,0.15361354702146962,3307,230,1
SHP0000588,PL,TR,CMA-CGM,Sea,2198.1,10.75,633.0,296,0,99.7,17280.05,7.86,28,8,0.4322884012539185,3190,227,0
SHP0016870,DE,US,MaerskX,Rail,2062.2,5.77,14981.1,45,0,103.5,32548.98,15.78,17,12,0.15361354702146962,3307,206,0
SHP0012294,VN,DE,CMA-CGM,Air,208.6,0.79,833.7,208,1,101.5,3999.93,19.18,3,3,0.4322884012539185,3190,222,0
SHP0005091,FR,NL,DHL-Freight,Air,676.8,2.19,7787.4,136,0,99.5,38402.53,56.74,7,3,0.2991150442477876,3390,249,0
SHP0001235,US,CN,DHL-Freight,Air,3352.8,14.55,1442.3,350,1,112.3,191325.05,57.06,4,2,0.2991150442477876,3390,207,0
SHP0012432,NL,PL,DHL-Freight,Road,1428.9,6.83,12630.5,32,1,102.5,49545.16,34.67,7,5,0.2991150442477876,3390,225,1
SHP0008959,DE,IN,Expeditors,Sea,2447.0,12.32,1747.2,116,0,106.4,139949.96,57.19,29,11,0.06552962298025135,3342,231,0
SHP0016158,VN,FR,DHL-Freight,Rail,1139.3,3.53,1637.3,426,0,117.5,44199.87,38.8,14,10,0.2991150442477876,3390,226,0
SHP0006877,CN,US,Kuehne+Nagel,Air,630.0,3.87,16754.7,46,0,112.6,19861.82,31.53,9,11,0.11185006045949214,3308,215,0
SHP0004130,GB,US,DB Schenker,Rail,235.6,0.61,10859.8,276,0,114.0,11009.73,46.73,13,4,0.18876941457586618,3348,229,1
SHP0011698,DE,TR,MaerskX,Air,2751.8,7.19,8994.2,236,0,80.9,128531.46,46.71,8,6,0.15361354702146962,3307,232,1
SHP0017682,PL,NL,CMA-CGM,Sea,2181.2,6.1,10170.8,388,0,89.2,128247.54,58.8,30,5,0.4322884012539185,3190,228,0
SHP0010888,US,TR,Expeditors,Sea,3759.4,9.54,18865.7,435,0,91.5,19745.98,5.25,33,5,0.06552962298025135,3342,204,0
SHP0001890,CN,IN,DB Schenker,Rail,3564.8,9.63,17477.7,429,0,110.3,158063.38,44.34,16,5,0.18876941457586618,3348,228,0
SHP0004547,DE,TR,Expeditors,Road,2591.9,9.61,18364.5,39,0,78.3,105506.95,40.71,12,12,0.06552962298025135,3342,232,0
SHP0009196,US,IN,DB Schenker,Road,1781.5,5.4,17259.1,467,1,108.9,105360.88,59.14,9,4,0.18876941457586618,3348,230,0
SHP0014755,FR,PL,MaerskX,Sea,1713.0,6.46,13384.2,315,0,105.3,40061.31,23.39,31,4,0.15361354702146962,3307,212,0
SHP0009563,NL,US,Expeditors,Sea,451.9,3.01,2178.0,469,0,97.6,21224.3,46.97,27,1,0.06552962298025135,3342,215,0
SHP0013510,DE,GB,Kuehne+Nagel,Sea,811.0,2.06,8594.3,117,0,108.9,39914.42,49.22,31,6,0.11185006045949214,3308,233,0
SHP0000739,US,VN,MaerskX,Rail,3817.1,18.0,5785.5,417,0,123.3,28469.01,7.46,11,1,0.15361354702146962,3307,234,1
SHP0011972,IN,DE,Expeditors,Rail,838.7,2.76,18976.0,479,0,77.9,24214.2,28.87,16,10,0.06552962298025135,3342,219,0
SHP0002759,PL,CN,DB Schenker,Road,942.2,3.1,11161.3,92,0,112.5,36354.37,38.58,9,1,0.18876941457586618,3348,226,0
SHP0013699,IN,PL,Expeditors,Air,833.3,4.96,3722.9,58,0,106.8,16831.66,20.2,6,1,0.06552962298025135,3342,187,0
SHP0010612,VN,TR,CMA-CGM,Road,1552.7,6.08,3981.0,92,0,96.0,83072.15,53.5,8,3,0.4322884012539185,3190,224,0
SHP0005096,GB,US,DHL-Freight,Sea,2352.1,9.54,15835.7,31,0,79.1,69979.89,29.75,33,4,0.2991150442477876,3390,229,1
SHP0012214,IN,GB,Expeditors,Sea,2234.4,6.63,14272.5,146,0,88.6,63027.81,28.21,31,1,0.06552962298025135,3342,221,0
SHP0010513,DE,IN,MaerskX,Sea,998.9,2.95,1894.1,47,0,92.1,33914.48,33.95,29,7,0.15361354702146962,3307,231,0
SHP0019465,NL,US,MaerskX,Road,1624.7,6.62,18681.9,468,0,80.2,24223.29,14.91,11,9,0.15361354702146962,3307,215,0
SHP0013255,US,FR,DHL-Freight,Air,1877.1,5.93,2865.1,194,0,100.6,108668.55,57.89,5,5,0.2991150442477876,3390,202,0
SHP0008919,FR,IN,MaerskX,Rail,2012.5,7.11,5265.7,212,0,112.1,42997.73,21.37,14,1,0.15361354702146962,3307,193,0
SHP0004371,FR,DE,DHL-Freight,Rail,1877.5,5.04,15685.3,182,0,105.7,50530.0,26.91,15,12,0.2991150442477876,3390,253,0
SHP0006554,IN,VN,Expeditors,Sea,1212.8,4.47,9379.4,393,0,92.3,56048.32,46.21,31,11,0.06552962298025135,3342,215,0
SHP0010972,GB,US,CMA-CGM,Rail,1113.1,4.0,15894.1,357,0,92.2,65518.16,58.86,16,4,0.4322884012539185,3190,229,1
SHP0019335,DE,IN,Kuehne+Nagel,Road,969.8,3.74,17918.9,98,0,107.7,10897.82,11.24,11,2,0.11185006045949214,3308,231,0
SHP0006091,CN,GB,DHL-Freight,Air,332.4,1.16,9888.2,390,0,115.7,15866.06,47.73,7,1,0.2991150442477876,3390,205,1
SHP0014449,NL,GB,CMA-CGM,Road,237.7,0.68,12877.9,337,0,91.6,7843.32,33.0,8,3,0.4322884012539185,3190,222,0
SHP0000544,US,VN,Kuehne+Nagel,Sea,780.1,1.99,17767.9,489,0,108.5,24417.89,31.3,33,4,0.11185006045949214,3308,234,0
SHP0017655,DE,FR,MaerskX,Rail,2798.8,15.1,18414.8,185,0,70.3,35077.62,12.53,16,1,0.15361354702146962,3307,232,0
SHP0003335,IN,VN,Kuehne+Nagel,Rail,704.6,1.93,8059.5,446,1,111.3,35798.11,50.81,16,5,0.11185006045949214,3308,215,1
